task_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-42-na-west-api,T42,42,2,P67-S14,P41-S14,,13.99,0,4.2,12.6,79.53,1,telemetry
RADAR-42-na-west-background-sync,T42,42,4,P70-S16,P46-S19,,7.77,0,3.15,21,93.36,3,background
RADAR-42-europe-human-web,T42,42,2,P01-S13,P67-S14,,12.22,0,3.54,11.8,218.21,2,mixed
RADAR-42-europe-video-streaming,T42,42,3,P04-S15,P72-S19,,7.86,0,2.95,21.24,462.1,3,background
RADAR-42-europe-software-update,T42,42,5,P16-S01,P20-S15,,6.11,0,2.36,42.48,308.06,4,background
RADAR-42-europe-automated,T42,42,2,P19-S03,P25-S19,,6.99,0,2.36,9.44,181.63,4,routing
RADAR-COMPUTE-42-europe,T42,42,3,,,P16-S01,20.96,1,9.44,37.76,0,2,compute
RADAR-42-east-asia-human-web,T42,42,2,P21-S19,P05-S21,,11.81,0,3.42,11.4,210.82,2,mixed
RADAR-42-east-asia-interactive-realtime,T42,42,1,P27-S01,P15-S08,,13.5,0,2.28,6.84,117.81,1,routing
RADAR-42-east-asia-api,T42,42,2,P30-S03,P20-S12,,15.18,0,4.56,13.68,86.34,1,telemetry
RADAR-42-east-asia-dns-control,T42,42,1,P42-S11,P40-S08,,5.06,0,1.14,4.56,33.79,1,telemetry
RADAR-42-south-america-human-web,T42,42,2,P36-S02,P03-S19,,7.87,0,2.4,8,140.54,2,mixed
RADAR-42-south-america-video-streaming,T42,42,3,P39-S04,P08-S02,,5.06,0,2,14.4,297.62,3,background
RADAR-42-south-america-background-sync,T42,42,4,P48-S10,P23-S15,,5.62,0,2.4,16,67.57,3,background
RADAR-42-oceania-human-web,T42,42,2,P48-S07,P42-S11,,6.42,0,2.4,8,114.65,2,mixed
RADAR-42-oceania-interactive-realtime,T42,42,1,P54-S11,P52-S20,,7.34,0,1.6,4.8,64.07,1,routing
RADAR-42-oceania-api,T42,42,2,P57-S13,P57-S02,,8.26,0,3.2,9.6,46.96,1,telemetry
RADAR-43-na-east-human-web,T43,43,2,P50-S02,P06-S17,,11.26,0,3.6,12,199.55,2,mixed
RADAR-43-na-east-interactive-realtime,T43,43,1,P56-S06,P16-S04,,12.86,0,2.4,7.2,111.51,1,routing
RADAR-43-na-east-api,T43,43,2,P59-S08,P21-S08,,14.47,0,4.8,14.4,83.21,1,telemetry
RADAR-43-na-east-background-sync,T43,43,4,P62-S10,P26-S13,,8.04,0,3.6,24,97.69,3,background
RADAR-43-na-west-human-web,T43,43,2,P59-S08,P27-S01,,9.85,0,3.15,10.5,174.61,2,mixed
RADAR-43-na-west-video-streaming,T43,43,3,P62-S10,P32-S06,,6.33,0,2.63,18.9,369.76,3,background
RADAR-43-na-west-software-update,T43,43,5,P02-S18,P52-S02,,4.92,0,2.1,37.8,246.51,4,background
RADAR-43-na-west-automated,T43,43,2,P05-S20,P57-S06,,5.63,0,2.1,8.4,146.33,4,routing
RADAR-COMPUTE-43-na-west,T43,43,3,,,P02-S18,16.88,1,8.4,33.6,0,2,compute
RADAR-43-europe-human-web,T43,43,2,P02-S13,P68-S15,,11.07,0,3.54,11.8,196.23,2,mixed
RADAR-43-europe-interactive-realtime,T43,43,1,P08-S17,P06-S02,,12.65,0,2.36,7.08,109.66,1,routing
RADAR-43-europe-api,T43,43,2,P11-S19,P11-S06,,14.23,0,4.72,14.16,81.83,1,telemetry
RADAR-43-europe-dns-control,T43,43,1,P23-S05,P31-S02,,4.74,0,1.18,4.72,32.02,1,telemetry
RADAR-43-east-asia-human-web,T43,43,2,P22-S19,P06-S21,,10.69,0,3.42,11.4,189.58,2,mixed
RADAR-43-east-asia-video-streaming,T43,43,3,P25-S21,P11-S04,,6.87,0,2.85,20.52,401.45,3,background
RADAR-43-east-asia-background-sync,T43,43,4,P34-S05,P26-S17,,7.64,0,3.42,22.8,92.8,3,background
RADAR-43-south-america-human-web,T43,43,2,P37-S02,P04-S20,,7.13,0,2.4,8,126.38,2,mixed
RADAR-43-south-america-interactive-realtime,T43,43,1,P43-S06,P14-S07,,8.15,0,1.6,4.8,70.63,1,routing
RADAR-43-south-america-api,T43,43,2,P46-S08,P19-S11,,9.17,0,3.2,9.6,52.7,1,telemetry
RADAR-43-oceania-human-web,T43,43,2,P49-S07,P43-S11,,5.82,0,2.4,8,103.1,2,mixed
RADAR-43-oceania-video-streaming,T43,43,3,P52-S09,P48-S16,,3.74,0,2,14.4,218.33,3,background
RADAR-43-oceania-automated,T43,43,2,P67-S19,P01-S16,,3.32,0,1.6,6.4,86.4,4,routing
RADAR-COMPUTE-43-oceania,T43,43,3,,,P64-S17,9.97,0,6.4,25.6,0,2,compute
RADAR-44-na-east-human-web,T44,44,2,P51-S03,P07-S17,,10.42,0,3.6,12,183.4,2,mixed
RADAR-44-na-east-video-streaming,T44,44,3,P54-S05,P12-S22,,6.7,0,3,21.6,388.37,3,background
RADAR-44-na-east-software-update,T44,44,4,P66-S13,P32-S18,,5.21,0,2.4,43.2,258.91,4,background
RADAR-44-na-east-automated,T44,44,2,P69-S15,P37-S22,,5.95,0,2.4,9.6,156.69,4,routing
RADAR-COMPUTE-44-na-east,T44,44,3,,,P66-S13,17.86,1,9.6,38.4,0,2,compute
RADAR-44-na-west-human-web,T44,44,2,P60-S09,P28-S02,,9.11,0,3.15,10.5,160.47,2,mixed
RADAR-44-na-west-interactive-realtime,T44,44,1,P66-S13,P38-S11,,10.42,0,2.1,6.3,89.68,1,routing
RADAR-44-na-west-api,T44,44,2,P69-S15,P43-S15,,11.72,0,4.2,12.6,67.38,1,telemetry
RADAR-44-na-west-dns-control,T44,44,1,P09-S01,P63-S11,,3.91,0,1.05,4.2,26.37,1,telemetry
RADAR-44-europe-human-web,T44,44,2,P03-S14,P69-S15,,10.24,0,3.54,11.8,180.34,2,mixed
RADAR-44-europe-video-streaming,T44,44,3,P06-S16,P02-S20,,6.58,0,2.95,21.24,381.9,3,background
RADAR-44-europe-background-sync,T44,44,4,P15-S22,P17-S11,,7.32,0,3.54,23.6,88.89,3,background
RADAR-44-east-asia-human-web,T44,44,2,P23-S20,P07-S22,,9.9,0,3.42,11.4,174.23,2,mixed
RADAR-44-east-asia-interactive-realtime,T44,44,1,P29-S02,P17-S09,,11.31,0,2.28,6.84,97.36,1,routing
RADAR-44-east-asia-api,T44,44,2,P32-S04,P22-S13,,12.72,0,4.56,13.68,73.15,1,telemetry
RADAR-44-south-america-human-web,T44,44,2,P38-S03,P05-S20,,6.6,0,2.4,8,116.15,2,mixed
RADAR-44-south-america-video-streaming,T44,44,3,P41-S05,P10-S03,,4.24,0,2,14.4,245.97,3,background
RADAR-44-south-america-automated,T44,44,2,P56-S15,P35-S03,,3.77,0,1.6,6.4,99.23,4,routing
RADAR-COMPUTE-44-south-america,T44,44,3,,,P53-S13,11.31,0,6.4,25.6,0,2,compute
RADAR-44-oceania-human-web,T44,44,2,P50-S08,P44-S12,,5.38,0,2.4,8,94.75,2,mixed
RADAR-44-oceania-interactive-realtime,T44,44,1,P56-S12,P54-S21,,6.15,0,1.6,4.8,52.95,1,routing
RADAR-44-oceania-api,T44,44,2,P59-S14,P59-S03,,6.92,0,3.2,9.6,39.79,1,telemetry
RADAR-44-oceania-background-sync,T44,44,4,P62-S16,P64-S08,,3.84,0,2.4,16,46.7,3,background
RADAR-44-oceania-dns-control,T44,44,1,P71-S22,P07-S21,,2.31,0,0.8,3.2,15.57,1,telemetry
RADAR-45-na-east-human-web,T45,45,2,P52-S03,P08-S18,,9.91,0,3.6,12,173.32,2,mixed
RADAR-45-na-east-interactive-realtime,T45,45,1,P58-S07,P18-S05,,11.33,0,2.4,7.2,96.85,1,routing
RADAR-45-na-east-api,T45,45,2,P61-S09,P23-S09,,12.74,0,4.8,14.4,74.09,1,telemetry
RADAR-45-na-east-dns-control,T45,45,1,P01-S17,P43-S05,,4.25,0,1.2,4.8,28.99,1,telemetry
RADAR-45-na-west-human-web,T45,45,2,P61-S09,P29-S02,,8.67,0,3.15,10.5,151.65,2,mixed
RADAR-45-na-west-video-streaming,T45,45,3,P64-S11,P34-S07,,5.58,0,2.63,18.9,321.15,3,background
RADAR-45-na-west-background-sync,T45,45,3,P01-S17,P49-S20,,6.19,0,3.15,21,76.11,3,background
RADAR-45-europe-human-web,T45,45,2,P04-S14,P70-S16,,9.75,0,3.54,11.8,170.43,2,mixed
RADAR-45-europe-interactive-realtime,T45,45,1,P10-S18,P08-S03,,11.14,0,2.36,7.08,95.24,1,routing
RADAR-45-europe-api,T45,45,2,P13-S20,P13-S07,,12.53,0,4.72,14.16,72.86,1,telemetry
RADAR-45-east-asia-human-web,T45,45,2,P24-S20,P08-S22,,9.42,0,3.42,11.4,164.65,2,mixed
RADAR-45-east-asia-video-streaming,T45,45,3,P27-S22,P13-S05,,6.05,0,2.85,20.52,348.68,3,background
RADAR-45-east-asia-automated,T45,45,2,P42-S10,P38-S05,,5.38,0,2.28,9.12,141.65,4,routing
RADAR-COMPUTE-45-east-asia,T45,45,3,,,P39-S08,16.14,1,9.12,36.48,0,2,compute
RADAR-45-south-america-human-web,T45,45,2,P39-S03,P06-S21,,6.28,0,2.4,8,109.77,2,mixed
RADAR-45-south-america-interactive-realtime,T45,45,1,P45-S07,P16-S08,,7.17,0,1.6,4.8,61.34,1,routing
RADAR-45-south-america-api,T45,45,2,P48-S09,P21-S12,,8.07,0,3.2,9.6,46.93,1,telemetry
RADAR-45-south-america-background-sync,T45,45,3,P51-S11,P26-S17,,4.48,0,2.4,16,55.09,3,background
RADAR-45-south-america-dns-control,T45,45,1,P60-S17,P41-S08,,2.69,0,0.8,3.2,18.36,1,telemetry
RADAR-45-oceania-human-web,T45,45,2,P51-S08,P45-S12,,5.12,0,2.4,8,89.55,2,mixed
RADAR-45-oceania-video-streaming,T45,45,3,P54-S10,P50-S17,,3.29,0,2,14.4,189.63,3,background
RADAR-45-oceania-software-update,T45,45,3,P66-S18,P70-S13,,2.56,0,1.6,28.8,126.42,4,background
RADAR-46-na-east-human-web,T46,46,2,P53-S04,P09-S18,,9.58,0,3.6,12,167.44,2,mixed
RADAR-46-na-east-video-streaming,T46,46,2,P56-S06,P14-S01,,6.16,0,3,21.6,354.59,3,background
RADAR-46-na-east-background-sync,T46,46,2,P65-S12,P29-S14,,6.84,0,3.6,24,84.03,3,background
RADAR-46-na-west-human-web,T46,46,2,P62-S10,P30-S03,,8.38,0,3.15,10.5,146.51,2,mixed
RADAR-46-na-west-interactive-realtime,T46,46,1,P68-S14,P40-S12,,9.58,0,2.1,6.3,81.87,1,routing
RADAR-46-na-west-api,T46,46,2,P71-S16,P45-S16,,10.77,0,4.2,12.6,62.63,1,telemetry
RADAR-46-europe-human-web,T46,46,2,P05-S15,P71-S16,,9.42,0,3.54,11.8,164.65,2,mixed
RADAR-46-europe-video-streaming,T46,46,2,P08-S17,P04-S21,,6.05,0,2.95,21.24,348.68,3,background
RADAR-46-europe-automated,T46,46,2,P23-S05,P29-S21,,5.38,0,2.36,9.44,141.65,4,routing
RADAR-COMPUTE-46-europe,T46,46,2,,,P20-S03,16.14,1,9.44,37.76,0,2,compute
RADAR-46-east-asia-human-web,T46,46,2,P25-S21,P09-S01,,9.1,0,3.42,11.4,159.07,2,mixed
RADAR-46-east-asia-interactive-realtime,T46,46,1,P31-S03,P19-S10,,10.4,0,2.28,6.84,88.89,1,routing
RADAR-46-east-asia-api,T46,46,2,P34-S05,P24-S14,,11.7,0,4.56,13.68,68,1,telemetry
RADAR-46-east-asia-background-sync,T46,46,2,P37-S07,P29-S19,,6.5,0,3.42,22.8,79.83,3,background
RADAR-46-east-asia-dns-control,T46,46,1,P46-S13,P44-S10,,3.9,0,1.14,4.56,26.61,1,telemetry
RADAR-46-south-america-human-web,T46,46,2,P40-S04,P07-S21,,6.06,0,2.4,8,106.05,2,mixed
RADAR-46-south-america-video-streaming,T46,46,2,P43-S06,P12-S04,,3.9,0,2,14.4,224.57,3,background
RADAR-46-south-america-software-update,T46,46,2,P55-S14,P32-S22,,3.03,0,1.6,28.8,149.71,4,background
RADAR-46-oceania-human-web,T46,46,2,P52-S09,P46-S13,,4.95,0,2.4,8,86.51,2,mixed
RADAR-46-oceania-interactive-realtime,T46,46,1,P58-S13,P56-S22,,5.65,0,1.6,4.8,48.35,1,routing
RADAR-46-oceania-api,T46,46,2,P61-S15,P61-S04,,6.36,0,3.2,9.6,36.98,1,telemetry
RADAR-47-na-east-human-web,T47,47,1,P54-S04,P10-S19,,9.41,0,3.6,12,164.51,2,mixed
RADAR-47-na-east-interactive-realtime,T47,47,1,P60-S08,P20-S06,,10.75,0,2.4,7.2,91.93,1,routing
RADAR-47-na-east-api,T47,47,1,P63-S10,P25-S10,,12.1,0,4.8,14.4,70.32,1,telemetry
RADAR-47-na-west-human-web,T47,47,1,P63-S10,P31-S03,,8.23,0,3.15,10.5,143.94,2,mixed
RADAR-47-na-west-video-streaming,T47,47,1,P66-S12,P36-S08,,5.29,0,2.63,18.9,304.82,3,background
RADAR-47-na-west-automated,T47,47,1,P09-S22,P61-S08,,4.7,0,2.1,8.4,123.83,4,routing
RADAR-COMPUTE-47-na-west,T47,47,1,,,P06-S20,14.11,1,8.4,33.6,0,2,compute
RADAR-47-europe-human-web,T47,47,1,P06-S15,P72-S17,,9.25,0,3.54,11.8,161.76,2,mixed
RADAR-47-europe-interactive-realtime,T47,47,1,P12-S19,P10-S04,,10.57,0,2.36,7.08,90.4,1,routing
RADAR-47-europe-api,T47,47,1,P15-S21,P15-S08,,11.89,0,4.72,14.16,69.15,1,telemetry
RADAR-47-europe-background-sync,T47,47,1,P18-S01,P20-S13,,6.61,0,3.54,23.6,81.18,3,background
RADAR-47-europe-dns-control,T47,47,1,P27-S07,P35-S04,,3.96,0,1.18,4.72,27.06,1,telemetry
RADAR-47-east-asia-human-web,T47,47,1,P26-S21,P10-S01,,8.94,0,3.42,11.4,156.28,2,mixed
RADAR-47-east-asia-video-streaming,T47,47,1,P29-S01,P15-S06,,5.75,0,2.85,20.52,330.95,3,background
RADAR-47-east-asia-software-update,T47,47,1,P41-S09,P35-S02,,4.47,0,2.28,41.04,220.63,4,background
RADAR-47-south-america-human-web,T47,47,1,P41-S04,P08-S22,,5.96,0,2.4,8,104.19,2,mixed
RADAR-47-south-america-interactive-realtime,T47,47,1,P47-S08,P18-S09,,6.81,0,1.6,4.8,58.22,1,routing
RADAR-47-south-america-api,T47,47,1,P50-S10,P23-S13,,7.66,0,3.2,9.6,44.54,1,telemetry
RADAR-47-oceania-human-web,T47,47,1,P53-S09,P47-S13,,4.86,0,2.4,8,84.99,2,mixed
RADAR-47-oceania-video-streaming,T47,47,1,P56-S11,P52-S18,,3.12,0,2,14.4,179.99,3,background
RADAR-47-oceania-background-sync,T47,47,1,P65-S17,P67-S09,,3.47,0,2.4,16,42.65,3,background
RADAR-47-oceania-automated,T47,47,1,P71-S21,P05-S18,,2.78,0,1.6,6.4,73.12,4,routing
RADAR-COMPUTE-47-oceania,T47,47,1,,,P68-S19,8.33,0,6.4,25.6,0,2,compute
RADAR-ANOMALY-evening-human-spike-na-east,T18,18,3,P58-S12,P24-S08,,52.2,0,8,20,730.8,4,burst
RADAR-ANOMALY-evening-human-spike-europe,T18,18,3,P07-S21,P10-S03,,51.33,0,8,20,718.62,4,burst
RADAR-ANOMALY-streaming-prime-window-na-east,T16,16,5,P56-S11,P22-S07,,59.4,0,8,20,831.6,4,burst
RADAR-ANOMALY-streaming-prime-window-na-west,T16,16,5,P65-S17,P43-S13,,51.97,0,8,20,727.65,4,burst
RADAR-ANOMALY-streaming-prime-window-europe,T16,16,5,P08-S22,P12-S05,,58.41,0,8,20,817.74,4,burst
RADAR-ANOMALY-automated-scan-burst-na-west,T33,33,3,P07-S01,P56-S19,,69.3,0,8,20,970.2,4,burst
RADAR-ANOMALY-automated-scan-burst-east-asia,T33,33,3,P39-S10,P31-S15,,75.24,0,8,20,1053.36,4,burst
RADAR-ANOMALY-regional-slowdown-east-asia,T40,40,2,P43-S12,P34-S16,,18.81,0,8,20,263.34,1,mixed
RADAR-ANOMALY-software-update-wave-na-west,T10,10,4,P56-S12,P33-S08,,42.53,0,8,20,595.35,4,burst
RADAR-ANOMALY-software-update-wave-europe,T10,10,4,P71-S17,P02-S21,,47.79,0,8,20,669.06,4,burst
RADAR-ANOMALY-software-update-wave-oceania,T10,10,4,P40-S07,P41-S13,,25.11,0,8,20,351.54,4,burst
